CIG
A03F434CB3
A03FA1EE17
A03FA22168
A03FE11069
A03FFE95E9
A0405B91DA
A041B4F20D
A0422ECA68
A042314B6A
A042951150
A0434034C7
A043509CFA
A043D280A3
A043DB2284
A044061970
A04424DF71
A04551F764
A0469EA014
A05224A6BE
B0010E0E9C
B001CF3565
B0066FBD12
B00AA5A5C1
B00D4A0859
B01420F70F
B01FC8EDD2
B02584D3EB
B026DB4D52
B02F4F284E
B02FB30F02
B03FD26F4A
B0495B32DC
B05166AAE0
B058C46D98
B05E90461F
B065DC1BFF
B06825C134
B06A1F43A1
B06DF2639F
B06E9F8180
B0889EC2E0
B08A5C09C7
B08C783636
B09263B04D
B0932E8627
B0959626A1
B09CFF82D9
B0A5ECAEC0
B0AD6A78D2
B0AF2091AA
B0B2BBCF10
B0B78BEB93
B0BCF22648
B0C21B3915
B0C2C2DE55
B0C2C2EF28
B0C398949E
B0C5DA3F58
B0CAFF6EFC
B0CB08DB99
B0CBBEBD01
B0D357CEDD
B0DCD4C676
B0E67B747A
B0EBFB5186
B0EE58775B
B0F38FD723
B0F75CC56F
B101E6897D
B101E69A50
B102EB2AAE
B106E7DF71
B10A72508A
B10B9F7878
B111930D00
B113749361
B11499900B
B11AE561CC
B12A8EBB37
B1310A651A
B1310A75ED
B136DA0F1F
B13917C6B5
B13CA6A18F
B13D169788
B144FC4D1D
B14643C150
B147931CA3
B14AC83677
B14AC8474A
B14AC8581D
B14E7E46BA
B152C988CD
B15A952646
B15BE4B4EA
B15FB32703
B161D1D474
B165C13971
B165CF973F
B16A3A9C88
B16CFC74A5
B16D02A657
B1708BA39E
B173D724DE
B177F2B14D
B179A275F5
B17BA6E8CC
B1876F4BDB
B18FB43B17
B1946EDBB8
B1946EFD5E
B198C95728
B1A12E1A6D
B1B6D7B0C0
B1C2EA9B78
B1CCEB91F2
B1CF85476C
B1D08BD234
B1D87C2414
B1D8F5977D
B1DC92F1CB
B1E0F8D36A
B1E37C0FCD
B1E8EB3087
B1EAD74188
B1EF72B65E
B1F34BC4C2
B1FC341123
B1FDB28AAF
B1FF37BD5D
B1FF6600DF
B20E04983A
B212ED05C0
B2193BEFEE
B21DBE8D29
B221ECD12C
B226AA2548
B22C5F523F
B23006C168
B23006D23B
B23006E30E
B2360065FC
B236FAAE2E
B23ACDDEFF
B23B5B0731
B245DF5376
B24843326D
B24C2E5F4A
B24D10CD16
B24DA5677B
B250A180B4
B2587AD2E5
B25A0604CC
B25BE2CB9D
B25CD963F7
B2618ACA74
B2638BBF14
B265B3528A
B269276B5A
B26A109248
B26F23B36E
B280F645C2
B2838EDC61
B28A7763D0
B28AED04E3
B28BB0253E
B28E8E6400
B28F59D21D
B29514BA29
B296CC8947
B29DD78767
B29E79D684
B29F3C5E9C
B29FAAC0CD
B29FAAD1A0
B29FBCDF46
B2A093F7B6
B2A167D53B
B2A3B45F8C
B2A5B97B79
B2AA0A8A4C
B2AAFCB80D
B2AE49BD1A
B2B09167E5
B2B1782E9F
B2B4773E9F
B2BD06C72F
B2C0D7CB1D
B2C0F48932
B2C138DCB0
B2C28EF1FD
B2C514C10D
B2C950B8F0
B2CA871B02
B2CB64FC8F
B2CC47CF4D
B2CDD2DF8E
B2D0A63EB9
B2D18D7C10
B2D4A11B90
B2D601AAAA
B2D875E1D9
B2DC254983
B2E06622E6
B2E96E75C9
B2F06624EA
B2F124B906
B2F26DF452
B2F3FB4249
B2F55383A1
B2F6E64961
B305098494
B30957CE41
B30B2A3CEB
B30EF10A58
B31E94548F
B325412710
B32A7211DA
B332FA4905
B334174C0C
B338BF5797
B3434068F1
B350C0F015
B354FFCDEC
B35CAC2EC7
B368953173
B36B1FD00E
B36BD8A83D
B36F967ED2
B373A542EB
B373EB5000
B3999800C4
B39EFD08CA
B3A1F01C81
B3B73808FE
B3B73819D1
B3E5887CDB
B3F15BE1FF
B3F1AF92F9
B3F5BA623E
B3F7A5A883
B3FBD278B4
B3FE990EB1
B40094DFA7
B40366995F
B4037A7FC9
B4037D44EF
B4084CB85C
B41A91B1B0
B41F56672C
B421ADE2BF
B4276A4E98
B4282A45B3
B42A048B82
B42ABA3A71
B43E3ECF23
B4451002C4
B450466E16
B4527EBDDE
B45553A1AE
B4559B75DC
B4559B86AF
B4559BA855
B4559BC9FB
B4559C2EED
B4559C623E
B4559C83E4
B4559CA58A
B46784A2ED
B468925BC4
B4693E2851
B46E89D44D
B46F9A524A
B47106AC85
B4711D14C9
B47271C717
B47CE95B01
B47E11E6B5
B47E60A67E
B485537541
B4897338F8
B492791BAC
B4932A3E5C
B49D311269
B49E78EAB6
B4A12FC196
B4AB1D5766
B4B24084E3
B4BC79A069
B4BD01E765
B4BE13040F
B4BE1340F1
B4BEC03C54
B4C2E8704B
B4C44D1507
B4CB62065C
B4D25615A0
B4D348EB9F
B4D5B1FF13
B4D7792934
B4D97F20B0
B4DC634D00
B4DFF61BD6
B4E25A716A
B4EDB92105
B4FB9A866B
B4FBF5664C
B4FCFC4533
B4FD2F89E1
B4FF64D20F
B4FF64E2E2
B501FAB533
B50360EE8F
B503A793E7
B50E0B9586
B50FB5AF14
B51B31E507
B51B3206AD
B51DA38989
B51E011CE5
B533D577AB
B5369C40F9
B540A5D87C
B543E3F923
B557239F9B
B55A0C482F
B575F9C773
B5774C4CDE
B5794F7F34
B57BDEDC87
B588E1425D
B58EB162FF
B58FC49477
B597F83F19
B59D004E2F
B5A203F384
B5A7667CB1
B5B26F70ED
B5B5762599
B5B5B5AC05
B5BDE96852
B5BE29CA4D
B5C48896EE
B5C59F1424
B5C650152E
B5C76C80CA
B5CCB772DD
B5D83963E5
B5E9B9A766
B5FF4E15F6
B609EBC146
B6135860A7
B61D5C09C4
B6279AD064
B62B12BB8A
B62F03C6D2
B62F68569C
B6392409E5
B63B81A657
B6454FEEB6
B6485C2CD6
B6487FC33A
B64F452A0A
B65513F958
B6591A9155
B660C85457
B66151011D
B662A5701F
B66502A6C7
B6815FD8B8
B68B6036EF
B69DD47022
B6A7C8F18D
B6A8EA91A6
B6AA94BC07
B6AC5ECC1C
B6AE20C1C0
B6B442232D
B6C5AF06DC
B6D7B208BD
B6D99E5D0A
B6E21A20D6
B6ED066971
B6F99198BC
B6F9AC9D3A
B7055B8070
B70D3E5011
B70D3ED6A9
B7159B6DD2
B715F070F8
B72DC9F7A6
B741E218B5
B742E79575
B7440BE909
B74FD079C2
B752B47471
B75500DD1C
B75C16343B
B75CE69389
B772CBFEC0
B77360CB9E
B77417BB0E
B77941FD89
B77D97CB14
B77E12D3F5
B77F7767DE
B78B66AC37
B78C0DA939
B79321F250
B796B5CE56
B7A6B7CAC4
B7A8598695
B7AA4532A4
B7AD796016
B7CEF5A0CC
B7DD1A2C7B
B7EA7ADEBE
B819299FE0
B84D77E076
B86825E52A
B87958339E
B882CB58D0
J86F240003
ZC73C1BE33
ZCB2BE3AB7
ZCC2BCA417
ZF13BF93CA
